Numero_dossier_ID,temps_total_sec,temps_total_min
5474929,557.0,9.283333333333333
5474935,703.0,11.716666666666667
5474954,3734.0,62.233333333333334
5474960,358.0,5.966666666666667
5474975,495.0,8.25
5474980,269.0,4.483333333333333
5475021,316.0,5.266666666666667
5475063,8209.0,136.81666666666666
5475116,549.0,9.15
5475147,1826.0,30.433333333333334
5475148,1447.0,24.116666666666667
5475152,235.0,3.9166666666666665
5475156,4009.0,66.81666666666666
5475166,538.0,8.966666666666667
5475192,221.0,3.683333333333333
5475371,4014.0,66.9
5475385,534.0,8.9
5475413,131.0,2.183333333333333
5475449,402.0,6.7
5475528,743.0,12.383333333333333
5475551,731.0,12.183333333333334
5475603,3064.0,51.06666666666667
5475634,1886.0,31.433333333333334
5475640,1497.0,24.95
5475645,502.0,8.366666666666667
5475668,2006.0,33.43333333333333
5475686,458.0,7.633333333333334
5475716,867.0,14.45
5475718,668.0,11.133333333333333
5475740,973.0,16.216666666666665
5475781,869.0,14.483333333333333
5475819,1776.0,29.6
5475864,750.0,12.5
5475869,1802.0,30.033333333333335
5475910,5211.0,86.85
5475937,105.0,1.75
5476038,690.0,11.5
5476048,304.0,5.066666666666666
5476071,952.0,15.866666666666667
5476073,227.0,3.783333333333333
5476092,384.0,6.4
5476100,815.0,13.583333333333334
5476117,1623.0,27.05
5476131,284.0,4.733333333333333
5476171,670.0,11.166666666666666
5476193,3848.0,64.13333333333334
5476210,1668.0,27.8
5476213,155.0,2.5833333333333335
5476220,260.0,4.333333333333333
5476221,324.0,5.4
5476242,610.0,10.166666666666666
5476246,295.0,4.916666666666667
5476281,468.0,7.8
5476298,262.0,4.366666666666666
5476300,288.0,4.8
5476360,5112.0,85.2
5476366,312.0,5.2
5476386,244.0,4.066666666666666
5476456,909.0,15.15
5476461,235.0,3.9166666666666665
5476497,3168.0,52.8
5476519,160.0,2.6666666666666665
5476528,1670.0,27.833333333333332
5476592,331.0,5.516666666666667
5476594,246.0,4.1
5476652,2185.0,36.416666666666664
5476682,3618.0,60.3
5476697,1019.0,16.983333333333334
5476724,408.0,6.8
5476762,1489.0,24.816666666666666
5476773,2856.0,47.6
5476804,854.0,14.233333333333333
5476928,693.0,11.55
5476962,3342.0,55.7
5476976,2643.0,44.05
5476985,338.0,5.633333333333334
5477014,133.0,2.216666666666667
5477020,1436.0,23.933333333333334
5477036,516.0,8.6
5477054,405.0,6.75
5477066,380.0,6.333333333333333
5477075,254.0,4.233333333333333
5477076,1223.0,20.383333333333333
5477110,747.0,12.45
5477207,3208.0,53.46666666666667
5477283,4720.0,78.66666666666667
5477292,225.0,3.75
5477353,870.0,14.5
5477356,2571.0,42.85
5477365,4069.0,67.81666666666666
5477391,7154.0,119.23333333333333
5477416,179.0,2.9833333333333334
5477471,466.0,7.766666666666667
5477514,959.0,15.983333333333333
5477612,423.0,7.05
5477615,1638.0,27.3
5477634,432.0,7.2
5477698,787.0,13.116666666666667
5477704,747.0,12.45
5477763,5768.0,96.13333333333334
5477770,937.0,15.616666666666667
5477773,10998.0,183.3
5477847,365.0,6.083333333333333
5477912,984.0,16.4
5477917,773.0,12.883333333333333
5477947,5751.0,95.85
5477960,477.0,7.95
5477973,223.0,3.716666666666667
5477975,134.0,2.2333333333333334
5477991,172.0,2.8666666666666667
5478006,429.0,7.15
5478008,406.0,6.766666666666667
5478097,879.0,14.65
5478107,197.0,3.283333333333333
5478149,501.0,8.35
5478199,6437.0,107.28333333333333
5478231,707.0,11.783333333333333
5478248,1219.0,20.316666666666666
5478269,676.0,11.266666666666667
5478277,191.0,3.183333333333333
5478289,5472.0,91.2
5478297,297.0,4.95
5478304,1078.0,17.966666666666665
5478316,289.0,4.816666666666666
5478328,1038.0,17.3
5478353,425.0,7.083333333333333
5478361,2962.0,49.36666666666667
5478389,307.0,5.116666666666666
5478538,998.0,16.633333333333333
5478624,350.0,5.833333333333333
5478637,523.0,8.716666666666667
5478694,765.0,12.75
5478695,312.0,5.2
5478707,1929.0,32.15
5478784,11258.0,187.63333333333333
5478794,545.0,9.083333333333334
5478806,904.0,15.066666666666666
5478858,505.0,8.416666666666666
5478888,217.0,3.6166666666666667
5478891,285.0,4.75
5478945,1952.0,32.53333333333333
5478986,881.0,14.683333333333334
5479001,372.0,6.2
5479053,1056.0,17.6
5479060,411.0,6.85
5479074,208.0,3.466666666666667
5479107,1998.0,33.3
5479116,195.0,3.25
5479227,2945.0,49.083333333333336
5479250,1481.0,24.683333333333334
5479293,998.0,16.633333333333333
5479385,398.0,6.633333333333334
5479391,2710.0,45.166666666666664
5479403,346.0,5.766666666666667
5479516,484.0,8.066666666666666
5479567,326.0,5.433333333333334
5479671,2055.0,34.25
5479734,822.0,13.7
5479776,384.0,6.4
5479830,405.0,6.75
5479917,86.0,1.4333333333333333
5479986,192.0,3.2
5479989,2067.0,34.45
5480004,1055.0,17.583333333333332
5480027,1334.0,22.233333333333334
5480066,1620.0,27.0
5480153,1639.0,27.316666666666666
5480162,615.0,10.25
5480283,545.0,9.083333333333334
5480331,608.0,10.133333333333333
5480362,390.0,6.5
5480416,1578.0,26.3
5480423,1853.0,30.883333333333333
5480436,452.0,7.533333333333333
5480444,121.0,2.0166666666666666
5480445,65.0,1.0833333333333333
5480485,289.0,4.816666666666666
5480503,259.0,4.316666666666666
5480527,393.0,6.55
5480557,102.0,1.7
5480580,470.0,7.833333333333333
5480586,664.0,11.066666666666666
5480589,308.0,5.133333333333334
5480600,307.0,5.116666666666666
5480602,177.0,2.95
5480618,402.0,6.7
5480791,777.0,12.95
5480808,305.0,5.083333333333333
5480812,1412.0,23.533333333333335
5480826,401.0,6.683333333333334
5480886,418.0,6.966666666666667
5480949,369.0,6.15
5480951,1029.0,17.15
5480965,545.0,9.083333333333334
5480967,460.0,7.666666666666667
5480971,182.0,3.033333333333333
5481067,408.0,6.8
5481092,307.0,5.116666666666666
5481118,235.0,3.9166666666666665
5481192,209.0,3.4833333333333334
5481197,704.0,11.733333333333333
5481259,3646.0,60.766666666666666
5481266,1450.0,24.166666666666668
5481288,539.0,8.983333333333333
5481315,917.0,15.283333333333333
5481378,3346.0,55.766666666666666
5481433,1170.0,19.5
5481466,227.0,3.783333333333333
5481492,2477.0,41.28333333333333
5481495,264.0,4.4
5481512,351.0,5.85
5481528,914.0,15.233333333333333
5481529,351.0,5.85
5481535,18.0,0.3
5481539,14.0,0.23333333333333334
5481592,2744.0,45.733333333333334
5481617,1091.0,18.183333333333334
5481657,50.0,0.8333333333333334
5481662,272.0,4.533333333333333
5481758,154.0,2.566666666666667
5481863,524.0,8.733333333333333
5481884,3033.0,50.55
5481893,511.0,8.516666666666667
5481937,909.0,15.15
5481943,1253.0,20.883333333333333
5481963,1229.0,20.483333333333334
5481996,130.0,2.1666666666666665
5482098,4923.0,82.05
5482119,2833.0,47.21666666666667
5482130,142.0,2.3666666666666667
5482136,503.0,8.383333333333333
5482150,1748.0,29.133333333333333
5482152,726.0,12.1
5482162,340.0,5.666666666666667
5482164,1597.0,26.616666666666667
5482165,459.0,7.65
5482205,1006.0,16.766666666666666
5482208,754.0,12.566666666666666
5482229,137.0,2.283333333333333
5482271,986.0,16.433333333333334
5482319,807.0,13.45
5482326,1864.0,31.066666666666666
5482345,2725.0,45.416666666666664
5482348,4980.0,83.0
5482366,7797.0,129.95
5482375,226.0,3.7666666666666666
5482376,803.0,13.383333333333333
5482477,459.0,7.65
5482480,4641.0,77.35
5482509,159.0,2.65
5482515,361.0,6.016666666666667
